Pos	Node	Prob_Of_Indel
43	N1	0.1208
43	N10	1
43	N11	1
43	N12	1
43	N13	1
43	N14	1
43	N15	1
43	N16	1
43	N17	1
43	N18	1
43	N19	1
43	N2	0.08522
43	N20	1
43	N21	1
43	N22	1
43	N23	1
43	N24	1
43	N25	1
43	N26	1
43	N27	1
43	N28	1
43	N29	1
43	N3	0.04005
43	N30	1
43	N31	1
43	N32	1
43	N33	1
43	N34	1
43	N35	1
43	N36	1
43	N37	1
43	N38	1
43	N39	1
43	N4	0.9996
43	N40	1
43	N41	1
43	N42	1
43	N43	1
43	N44	1
43	N45	1
43	N46	1
43	N47	1
43	N48	1
43	N49	1
43	N5	1
43	N50	1
43	N51	1
43	N6	1
43	N7	1
43	N8	1
43	N9	1
116	N1	0.07311
116	N10	9.39e-09
116	N11	1.144e-14
116	N12	2.465e-09
116	N13	3.75e-07
116	N14	3.862e-07
116	N15	1.595e-07
116	N16	1.158e-07
116	N17	3.89e-08
116	N18	3.025e-08
116	N19	3.357e-08
116	N2	0.1088
116	N20	2.972e-14
116	N21	3.092e-07
116	N22	1.627e-07
116	N23	8.521e-08
116	N24	9.537e-08
116	N25	2.107e-09
116	N26	5.785e-07
116	N27	0.000312
116	N28	2.05e-05
116	N29	7.071e-13
116	N3	0.1147
116	N30	7.142e-15
116	N31	3.668e-08
116	N32	5.305e-09
116	N33	9.63e-08
116	N34	4.764e-10
116	N35	6.655e-15
116	N36	3.532e-15
116	N37	3.531e-15
116	N38	2.546e-21
116	N39	3.541e-15
116	N4	0.000755
116	N40	4.605e-18
116	N41	4.199e-15
116	N42	1.007e-17
116	N43	1.069e-14
116	N44	6.705e-18
116	N45	7.1e-15
116	N46	3.549e-15
116	N47	1.174e-18
116	N48	4.609e-10
116	N49	2.231e-05
116	N5	5.442e-06
116	N50	1.715e-06
116	N51	1.051e-06
116	N6	2.491e-07
116	N7	3.299e-06
116	N8	3.618e-07
116	N9	1.44e-06
117	N1	0.09542
117	N10	1
117	N11	1
117	N12	1
117	N13	1
117	N14	1
117	N15	1
117	N16	1
117	N17	1
117	N18	1
117	N19	1
117	N2	0.602
117	N20	1
117	N21	1
117	N22	1
117	N23	1
117	N24	1
117	N25	1
117	N26	1
117	N27	0.008966
117	N28	0.0004379
117	N29	2.24e-12
117	N3	0.6341
117	N30	7.142e-15
117	N31	1.32e-07
117	N32	7.566e-09
117	N33	9.63e-08
117	N34	4.764e-10
117	N35	6.655e-15
117	N36	3.532e-15
117	N37	3.531e-15
117	N38	2.546e-21
117	N39	3.541e-15
117	N4	0.02197
117	N40	4.605e-18
117	N41	4.199e-15
117	N42	1.007e-17
117	N43	1.069e-14
117	N44	6.705e-18
117	N45	7.1e-15
117	N46	3.549e-15
117	N47	1.174e-18
117	N48	4.609e-10
117	N49	0.0002885
117	N5	0.9999
117	N50	5.506e-06
117	N51	1.25e-06
117	N6	1
117	N7	1
117	N8	1
117	N9	1
118	N1	0.09542
118	N10	1
118	N11	1
118	N12	1
118	N13	1
118	N14	1
118	N15	1
118	N16	1
118	N17	1
118	N18	1
118	N19	1
118	N2	0.602
118	N20	1
118	N21	1
118	N22	1
118	N23	1
118	N24	1
118	N25	1
118	N26	1
118	N27	0.008966
118	N28	0.0004379
118	N29	2.24e-12
118	N3	0.6341
118	N30	7.142e-15
118	N31	1.32e-07
118	N32	7.566e-09
118	N33	9.63e-08
118	N34	4.764e-10
118	N35	6.655e-15
118	N36	3.532e-15
118	N37	3.531e-15
118	N38	2.546e-21
118	N39	3.541e-15
118	N4	0.02197
118	N40	4.605e-18
118	N41	4.199e-15
118	N42	1.007e-17
118	N43	1.069e-14
118	N44	6.705e-18
118	N45	7.1e-15
118	N46	3.549e-15
118	N47	1.174e-18
118	N48	4.609e-10
118	N49	0.0002885
118	N5	0.9999
118	N50	5.506e-06
118	N51	1.25e-06
118	N6	1
118	N7	1
118	N8	1
118	N9	1
119	N1	0.07311
119	N10	1
119	N11	1
119	N12	1
119	N13	1
119	N14	1
119	N15	1
119	N16	1
119	N17	1
119	N18	1
119	N19	1
119	N2	0.1088
119	N20	1
119	N21	1
119	N22	1
119	N23	1
119	N24	1
119	N25	1
119	N26	1
119	N27	0.001775
119	N28	9.097e-05
119	N29	9.529e-13
119	N3	0.1147
119	N30	7.142e-15
119	N31	5.211e-08
119	N32	5.573e-09
119	N33	9.63e-08
119	N34	4.764e-10
119	N35	6.655e-15
119	N36	3.532e-15
119	N37	3.531e-15
119	N38	2.546e-21
119	N39	3.541e-15
119	N4	0.00434
119	N40	4.605e-18
119	N41	4.199e-15
119	N42	1.007e-17
119	N43	1.069e-14
119	N44	6.705e-18
119	N45	7.1e-15
119	N46	3.549e-15
119	N47	1.174e-18
119	N48	4.609e-10
119	N49	6.706e-05
119	N5	0.9999
119	N50	2.322e-06
119	N51	1.063e-06
119	N6	1
119	N7	1
119	N8	1
119	N9	1
120	N1	0.0682
120	N10	1
120	N11	1
120	N12	1
120	N13	1
120	N14	1
120	N15	1
120	N16	1
120	N17	1
120	N18	1
120	N19	1
120	N2	0.0005275
120	N20	1
120	N21	1
120	N22	1
120	N23	1
120	N24	1
120	N25	1
120	N26	1
120	N27	0.001775
120	N28	9.097e-05
120	N29	9.529e-13
120	N3	0.0002548
120	N30	6.992e-15
120	N31	5.211e-08
120	N32	5.573e-09
120	N33	9.431e-08
120	N34	4.664e-10
120	N35	6.515e-15
120	N36	3.458e-15
120	N37	3.457e-15
120	N38	2.472e-21
120	N39	3.467e-15
120	N4	0.00434
120	N40	4.486e-18
120	N41	4.111e-15
120	N42	9.814e-18
120	N43	1.047e-14
120	N44	6.528e-18
120	N45	6.951e-15
120	N46	3.475e-15
120	N47	1.149e-18
120	N48	4.513e-10
120	N49	6.706e-05
120	N5	0.9999
120	N50	2.322e-06
120	N51	1.063e-06
120	N6	1
120	N7	1
120	N8	1
120	N9	1
121	N1	0.0682
121	N10	1
121	N11	1
121	N12	1
121	N13	1
121	N14	1
121	N15	1
121	N16	1
121	N17	1
121	N18	1
121	N19	1
121	N2	0.0005275
121	N20	1
121	N21	1
121	N22	1
121	N23	1
121	N24	1
121	N25	1
121	N26	1
121	N27	0.001775
121	N28	9.097e-05
121	N29	9.529e-13
121	N3	0.0002548
121	N30	6.992e-15
121	N31	5.211e-08
121	N32	5.573e-09
121	N33	9.431e-08
121	N34	4.664e-10
121	N35	6.515e-15
121	N36	3.458e-15
121	N37	3.457e-15
121	N38	2.472e-21
121	N39	3.467e-15
121	N4	0.00434
121	N40	4.486e-18
121	N41	4.111e-15
121	N42	9.814e-18
121	N43	1.047e-14
121	N44	6.528e-18
121	N45	6.951e-15
121	N46	3.475e-15
121	N47	1.149e-18
121	N48	4.513e-10
121	N49	6.706e-05
121	N5	0.9999
121	N50	2.322e-06
121	N51	1.063e-06
121	N6	1
121	N7	1
121	N8	1
121	N9	1
144	N1	0.06848
144	N10	1
144	N11	1
144	N12	1
144	N13	1
144	N14	0.335
144	N15	0.3386
144	N16	0.009555
