Pos	Node	Prob_Of_Indel
43	N1	0.4871
43	N10	0.9849
43	N11	1
43	N12	1
43	N13	1
43	N14	1
43	N15	1
43	N16	1
43	N17	1
43	N18	1
43	N19	1
43	N2	0.1038
43	N20	1
43	N21	1
43	N22	1
43	N23	1
43	N24	1
43	N25	1
43	N26	1
43	N27	1
43	N28	1
43	N29	1
43	N3	0.1147
43	N30	1
43	N31	1
43	N32	0.9994
43	N33	0.9984
43	N34	1
43	N35	1
43	N36	1
43	N37	1
43	N38	1
43	N39	1
43	N4	0.01629
43	N40	1
43	N41	1
43	N42	1
43	N43	1
43	N44	1
43	N45	1
43	N46	1
43	N47	1
43	N48	1
43	N49	1
43	N5	0.0009245
43	N50	1
43	N51	1
43	N52	1
43	N53	1
43	N54	1
43	N55	1
43	N56	1
43	N57	0.9998
43	N58	1
43	N59	1
43	N6	6.992e-05
43	N60	1
43	N61	1
43	N7	0.0002285
43	N8	3.099e-12
43	N9	6.911e-09
115	N1	0.04774
115	N10	0.001046
115	N11	2.255e-12
115	N12	9.423e-16
115	N13	4.012e-21
115	N14	1.285e-14
115	N15	5.023e-10
115	N16	7.378e-15
115	N17	4.263e-15
115	N18	3.996e-15
115	N19	3.005e-21
115	N2	0.008512
115	N20	4.315e-15
115	N21	4.831e-18
115	N22	1.496e-07
115	N23	2.046e-08
115	N24	4.41e-10
115	N25	1.224e-07
115	N26	1.155e-09
115	N27	5.093e-15
115	N28	1.093e-17
115	N29	3.683e-15
115	N3	0.000882
115	N30	3.891e-15
115	N31	7.306e-15
115	N32	0.001198
115	N33	0.005011
115	N34	9.346e-06
115	N35	1.624e-06
115	N36	3.296e-07
115	N37	4.562e-07
115	N38	6.96e-07
115	N39	2.956e-06
115	N4	0.0003492
115	N40	1.844e-06
115	N41	1.296e-06
115	N42	5.165e-06
115	N43	7.758e-07
115	N44	1.337e-07
115	N45	4.477e-10
115	N46	3.635e-14
115	N47	7.301e-07
115	N48	5.632e-08
115	N49	2.714e-07
115	N5	7.344e-05
115	N50	3.979e-08
115	N51	3.913e-08
115	N52	2.904e-08
115	N53	3.857e-14
115	N54	1.838e-07
115	N55	1.758e-11
115	N56	7.809e-14
115	N57	0.001038
115	N58	0.0004093
115	N59	0.0003869
115	N6	0.0001103
115	N60	0.00233
115	N61	0.0001313
115	N7	6.094e-05
115	N8	5.537e-12
115	N9	1.704e-08
116	N1	0.04774
116	N10	0.001046
116	N11	2.255e-12
116	N12	9.423e-16
116	N13	4.012e-21
116	N14	1.285e-14
116	N15	5.023e-10
116	N16	7.378e-15
116	N17	4.263e-15
116	N18	3.996e-15
116	N19	3.005e-21
116	N2	0.008512
116	N20	4.315e-15
116	N21	4.831e-18
116	N22	1.496e-07
116	N23	2.046e-08
116	N24	4.41e-10
116	N25	1.224e-07
116	N26	1.155e-09
116	N27	5.093e-15
116	N28	1.093e-17
116	N29	3.683e-15
116	N3	0.000882
116	N30	3.891e-15
116	N31	7.306e-15
116	N32	0.001198
116	N33	0.005011
116	N34	9.346e-06
116	N35	1.624e-06
116	N36	3.296e-07
116	N37	4.562e-07
116	N38	6.96e-07
116	N39	2.956e-06
116	N4	0.0003492
116	N40	1.844e-06
116	N41	1.296e-06
116	N42	5.165e-06
116	N43	7.758e-07
116	N44	1.337e-07
116	N45	4.477e-10
116	N46	3.635e-14
116	N47	7.301e-07
116	N48	5.632e-08
116	N49	2.714e-07
116	N5	7.344e-05
116	N50	3.979e-08
116	N51	3.913e-08
116	N52	2.904e-08
116	N53	3.857e-14
116	N54	1.838e-07
116	N55	1.758e-11
116	N56	7.809e-14
116	N57	0.001038
116	N58	0.0004093
116	N59	0.0003869
116	N6	0.0001103
116	N60	0.00233
116	N61	0.0001313
116	N7	6.094e-05
116	N8	5.537e-12
116	N9	1.704e-08
117	N1	0.04774
117	N10	0.001388
117	N11	2.255e-12
117	N12	9.423e-16
117	N13	4.012e-21
117	N14	1.285e-14
117	N15	5.023e-10
117	N16	7.378e-15
117	N17	4.263e-15
117	N18	3.996e-15
117	N19	3.005e-21
117	N2	0.008512
117	N20	4.315e-15
117	N21	4.831e-18
117	N22	1.496e-07
117	N23	2.046e-08
117	N24	4.41e-10
117	N25	1.224e-07
117	N26	1.155e-09
117	N27	5.093e-15
117	N28	1.093e-17
117	N29	3.683e-15
117	N3	0.000882
117	N30	3.891e-15
117	N31	7.306e-15
117	N32	0.0046
117	N33	0.04719
117	N34	1
117	N35	1
